variable_name,variable_label,measure,original_type,value_labels_json,missing_ranges_json,missing_user_values_json
s01_4,Like/dislike scale: Reform UK,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Strongly dislike 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Strongly like 10""}",[],[]
s01_5,Like/dislike scale: Greens,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Strongly dislike 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Strongly like 10""}",[],[]
s01_6,Like/dislike scale: SNP,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Strongly dislike 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Strongly like 10""}",[],[]
s01_7,Like/dislike scale: Plaid Cymru,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Strongly dislike 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Strongly like 10""}",[],[]
q11,Difference between Conservative and Labour,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""There is a great difference between them"", ""2.0"": ""Some difference"", ""3.0"": ""Not much difference?""}",[],[]
q12,Lib Dems closer to Conservative or Labour?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Closer to the Conservatives"", ""2.0"": ""Closer to Labour"", ""3.0"": ""No difference/Equal""}",[],[]
t01_1,Govt spend less on defence?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Definitely should"", ""2.0"": ""Probably should"", ""3.0"": ""Doesn't matter either way"", ""4.0"": ""Probably should not"", ""5.0"": ""Definitely should not""}",[],[]
t01_2,Govt spend less on foreign aid?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Definitely should"", ""2.0"": ""Probably should"", ""3.0"": ""Doesn't matter either way"", ""4.0"": ""Probably should not"", ""5.0"": ""Definitely should not""}",[],[]
u01,Days R discusses politics,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""No days"", ""1.0"": ""One day"", ""2.0"": ""Two days"", ""3.0"": ""Three days"", ""4.0"": ""Four days"", ""5.0"": ""Five days"", ""6.0"": ""Six days"", ""7.0"": ""Seven days""}",[],[]
u03,Political party member,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes I am a member of a party"", ""2.0"": ""I am not a member now but used to be"", ""3.0"": ""No, I have never been a member""}",[],[]
p04_01,"Contacted a politician, government or local government official?",scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_02,Signed a petition on the internet?,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_03,Signed a petition not on the internet?,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_04,Done any work on behalf of a political party or action group?,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_05,"Given any money to a political party, organisation or cause?",scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_06,Taken part in a public demonstration?,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_07,Bought - or refused to buy - any products for political or ethnical reasons?,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_08,Gone on strike or taken industrial action?,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_09,Political participation: None of these?,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
p04_10,Political participation: Don't know,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
u05,2019 vote,scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""-1.0"": ""Don't know"", ""1.0"": ""Did not vote"", ""2.0"": ""Labour"", ""3.0"": ""Conservative"", ""4.0"": ""Liberal Democrat"", ""5.0"": ""Scottish National Party"", ""6.0"": ""Plaid Cymru"", ""7.0"": ""Green Party"", ""8.0"": ""United Kingdom Independence Party (UKIP)"", ""9.0"": ""Brexit Party"", ""10.0"": ""Other"", ""11.0"": ""Not eligible/too young to vote""}",[],[]
v01,Change voting system (fairer for small parties) or keep it (effective Govt),scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""We should change the voting system"", ""2.0"": ""Keep it as it is""}",[],[]
v04,Moreno scale: English,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""English not British"", ""2.0"": ""More English than British"", ""3.0"": ""Equally English and British"", ""4.0"": ""More British than English"", ""5.0"": ""British not English"", ""6.0"": ""None of these"", ""7.0"": ""Other""}",[],[]
v05,Moreno scale: Scottish,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Scottish not British"", ""2.0"": ""More Scottish than British"", ""3.0"": ""Equally Scottish and British"", ""4.0"": ""More British than Scottish"", ""5.0"": ""British not Scottish"", ""6.0"": ""None of these"", ""7.0"": ""Other""}",[],[]
v06,Moreno scale: Welsh,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Welsh not British"", ""2.0"": ""More Welsh than British"", ""3.0"": ""Equally Welsh and British"", ""4.0"": ""More British than Welsh"", ""5.0"": ""British not Welsh"", ""6.0"": ""None of these"", ""7.0"": ""Other""}",[],[]
w01,Subjective class,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes, middle class"", ""2.0"": ""Yes, working class"", ""3.0"": ""Yes, other"", ""4.0"": ""No""}",[],[]
w02,Subjective class squeeze,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Middle class"", ""2.0"": ""Working class"", ""3.0"": ""Upper class""}",[],[]
w03,Subjective class of family growing up?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Middle class"", ""2.0"": ""Working class"", ""3.0"": ""Upper class""}",[],[]
w08,When you were growing up who did your mother vote for?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Labour"", ""2.0"": ""Conservatives"", ""3.0"": ""Liberal Democrats/Liberals/SDP/Alliance"", ""4.0"": ""Scottish National Party (SNP)"", ""5.0"": ""Plaid Cymru"", ""6.0"": ""Green Party"", ""7.0"": ""United Kingdom Independence Party (UKIP)"", ""8.0"": ""British National Party (BNP)"", ""9.0"": ""Other"", ""10.0"": ""Had no usual party"", ""11.0"": ""Did not vote"", ""12.0"": ""No mother/Mother not eligible to vote in UK"", ""13.0"": ""Brexit Party""}",[],[]
w09,When you were growing up who did your father vote for?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Labour"", ""2.0"": ""Conservatives"", ""3.0"": ""Liberal Democrats/Liberals/SDP/Alliance"", ""4.0"": ""Scottish National Party (SNP)"", ""5.0"": ""Plaid Cymru"", ""6.0"": ""Green Party"", ""7.0"": ""United Kingdom Independence Party (UKIP)"", ""8.0"": ""British National Party (BNP)"", ""9.0"": ""Other"", ""10.0"": ""Had no usual party"", ""11.0"": ""Did not vote"", ""12.0"": ""No father/Father not eligible to vote in UK"", ""13.0"": ""Brexit Party""}",[],[]
w11,Trade unions have too much power?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Have too much power"", ""2.0"": ""Don't have too much power""}",[],[]
w12,Big business has too much power?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Have too much power"", ""2.0"": ""Don't have too much power""}",[],[]
w13_1,Working/middle class: Conservative,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very middle class"", ""2.0"": ""Fairly middle class"", ""3.0"": ""Slightly middle class"", ""4.0"": ""Neither middle class nor working class"", ""5.0"": ""Slightly working class"", ""6.0"": ""Fairly working class"", ""7.0"": ""Very working class""}",[],[]
w13_2,Working/middle class: Labour,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very middle class"", ""2.0"": ""Fairly middle class"", ""3.0"": ""Slightly middle class"", ""4.0"": ""Neither middle class nor working class"", ""5.0"": ""Slightly working class"", ""6.0"": ""Fairly working class"", ""7.0"": ""Very working class""}",[],[]
w15_1,"If welfare wasn't so generous, people would learn to stand on their own two feet",scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Agree"", ""5.0"": ""Strongly agree""}",[],[]
x01_1,Knowledge: Polling stations close at 10.00pm on election day,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_2,Knowledge: No-one may stand for parliament unless they pay a deposit?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_3,Knowledge: Only taxpayers are allowed to vote in a general election,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_4,Knowledge: the UK uses proportional representation for general elections,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_5,Knowledge: MPs from different parties are on parliamentary committees?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_6,Knowledge: The number of members of parliament is about 100?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
z01,"At the election, did you hold any forms of photo ID?",scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y01,"Thinking about the total income of your household from all sources before tax - including benefits, savings and so on, which of the following do you know best?",scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""-1.0"": ""Don't know"", ""1.0"": ""Under £2,600"", ""2.0"": ""£2,600 - £5,199"", ""3.0"": ""£5,200 - £10,399"", ""4.0"": ""£10,400 - £15,599"", ""5.0"": ""£15,600 - £20,799"", ""6.0"": ""£20,800 - £25,999"", ""7.0"": ""£26,000 - £31,199"", ""8.0"": ""£31,200 - £36,399"", ""9.0"": ""£36,400 - £41,599"", ""10.0"": ""£41,600 - £46,799"", ""11.0"": ""£46,800 - £51,999"", ""12.0"": ""£52,000 - £74,999"", ""13.0"": ""£75,000 - £99,999"", ""14.0"": ""£100,000 - £149,999"", ""15.0"": ""£150,000 or more""}",[],[]
y02,Main source of income,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Earnings from employment (own or spouse / partner's)"", ""2.0"": ""Occupational pension(s) - from previous employer(s)"", ""3.0"": ""Private pension(s)"", ""4.0"": ""State retirement or bereavement allowance/widow's pension(s)"", ""5.0"": ""Jobseeker's Allowance/ Unemployment benefit"", ""6.0"": ""Pension Credit/ Minimum Income Guarantee/ Income Support for pensioners"", ""7.0"": ""Invalidity, sickness or disabled pension or benefit"", ""8.0"": ""Other state benefit or tax credit"", ""9.0"": ""Interest from savings or investments"", ""10.0"": ""Student grant, bursary or loans"", ""11.0"": ""Dependent on parents/other relatives"", ""12.0"": ""Other main source""}",[],[]
y03,Which of these best describes where you live?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Own home outright"", ""2.0"": ""Own home on mortgage"", ""3.0"": ""Rented from local authority"", ""4.0"": ""Rented from private landlord"", ""5.0"": ""It belongs to a Housing Association"", ""6.0"": ""Other""}",[],[]
y04_01,Dependents: Pre-school children,scale,F8.2,"{""-999.0"": ""Not stated"", ""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y04_02,Dependents: School children,scale,F8.2,"{""-999.0"": ""Not stated"", ""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y04_03,"Dependents: Sick, disabled or elderly",scale,F8.2,"{""-999.0"": ""Not stated"", ""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y04_04,Dependents: None of the above,scale,F8.2,"{""-999.0"": ""Not stated"", ""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y04_05,Dependents: Don't know,scale,F8.2,"{""-999.0"": ""Not stated"", ""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y05,Did you ever go to a private fee-paying school in the UK?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes - primary level"", ""2.0"": ""Yes - secondary level"", ""3.0"": ""Yes - both"", ""4.0"": ""No - neither""}",[],[]
y06,Do you regard yourself as belonging to any particular religion?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refusal"", ""0.0"": ""No religion"", ""1.0"": ""Christian - no denomination"", ""2.0"": ""Roman Catholic"", ""3.0"": ""Church of England/ Anglican/Episcopal"", ""4.0"": ""Presbyterian/Church of Scotland"", ""5.0"": ""Methodist"", ""6.0"": ""Baptist"", ""7.0"": ""United Reform Church (URC)/Congregational"", ""8.0"": ""Free Presbyterian"", ""9.0"": ""Brethren"", ""10.0"": ""Other Protestant"", ""11.0"": ""Other Christian"", ""12.0"": ""Jewish"", ""13.0"": ""Hindu"", ""14.0"": ""Islam/Muslim"", ""15.0"": ""Sikh"", ""16.0"": ""Buddhist"", ""17.0"": ""Other non-Christian""}",[],[]
y07,Religious attendance,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Once a week or more"", ""2.0"": ""Less often but at least once in two weeks"", ""3.0"": ""Less often but at least once a month"", ""4.0"": ""Less often but at least twice a year"", ""5.0"": ""Less often but at least once a year"", ""6.0"": ""Less often"", ""7.0"": ""Varies too much to say"", ""8.0"": ""Never or practically never""}",[],[]
y08,Trade union/staff association member,scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Prefer not to say"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes: trade union"", ""2.0"": ""Yes: staff association"", ""3.0"": ""No""}",[],[]
y09,Gender,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Male"", ""2.0"": ""Female"", ""3.0"": ""In another way"", ""4.0"": ""Prefer not to say""}",[],[]
Age,Age at last birthday,scale,F8.2,"{""-2.0"": ""Refused""}",[],[]
y10_banded,Age at last birthday (banded),scale,F8.2,"{""-999.0"": ""Not Stated"", ""-2.0"": ""Refusal"", ""1.0"": ""18-24"", ""2.0"": ""25-34"", ""3.0"": ""35-44"", ""4.0"": ""45-54"", ""5.0"": ""55-64"", ""6.0"": ""65-74"", ""7.0"": ""75-84"", ""8.0"": ""85+""}",[],[]
y11,Ethnic group or background,scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Prefer not to say"", ""1.0"": ""English/Welsh/Scottish/Northern Irish/British"", ""2.0"": ""Irish"", ""3.0"": ""Gypsy or Irish Traveller"", ""4.0"": ""Any other White background"", ""5.0"": ""White and Black Caribbean"", ""6.0"": ""White and Black African"", ""7.0"": ""White and Asian"", ""8.0"": ""Any other Mixed/Multiple ethnic background"", ""9.0"": ""Indian"", ""10.0"": ""Pakistani"", ""11.0"": ""Bangladeshi"", ""12.0"": ""Chinese"", ""13.0"": ""Any other Asian background"", ""14.0"": ""African"", ""15.0"": ""Caribbean"", ""16.0"": ""Any other Black/African/Caribbean background"", ""17.0"": ""Arab"", ""18.0"": ""Any other ethnic group""}",[],[]
y12,Do you have any physical/mental health conditions lasting 12 months?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Prefer not to say"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y12x,Impact of physical/mental health conditions on daily activities?,scale,F8.2,"{""-2.0"": ""Prefer not to say"", ""1.0"": ""Yes, a lot"", ""2.0"": ""Yes, a little"", ""3.0"": ""Not at all""}",[],[]
y12a,Do you have any educational or work-related qualifications?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
education,What is the highest qualification you have?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Prefer not to say"", ""0.0"": ""No qualification"", ""1.0"": ""Postgraduate degree (MA, PhD)"", ""2.0"": ""First/undergraduate degree (e.g. BA, BSc)"", ""3.0"": ""University/Polytechnic diploma"", ""4.0"": ""Teaching qualification"", ""5.0"": ""Nursing qualification"", ""6.0"": ""HNC/HND, City&Guilds level 4, NVQ/SVQ 4/5"", ""7.0"": ""A level or equivalent"", ""8.0"": ""Scottish Higher or equivalent"", ""9.0"": ""ONC/OND, City&Guilds level 3, NVQ/SVQ 3"", ""10.0"": ""GCSE A*-C or 9-4, CSE grade 1, O level grade A-C"", ""11.0"": ""Scottish Standard grades, Ordinary bands"", ""12.0"": ""GCSE D-G or 3-1, CSE grades 2-5, O level D-E"", ""13.0"": ""City&Guilds level 2, NVQ/SVQ 2 and equiv"", ""14.0"": ""City&Guilds level 1, NVQ/SVQ 1 and equiv"", ""15.0"": ""Clerical and commercial qualifications"", ""16.0"": ""Recognised trade apprenticeship"", ""17.0"": ""Youth training certificate, skill seekers"", ""18.0"": ""Other technical, professional or higher qualification (WRITE IN)"", ""19.0"": ""None of these""}",[],[]
y17,Working status,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Working full time - employee (30+ hours)"", ""2.0"": ""Working full time - self-employed (30+ hours)"", ""3.0"": ""Working part time - employee (8-29 hours)"", ""4.0"": ""Working part time - self-employed (8-29 hours)"", ""5.0"": ""Unemployed and actively seeking work"", ""6.0"": ""On a government sponsored training scheme"", ""7.0"": ""A full time student or pupil"", ""8.0"": ""Looking after the family or home"", ""9.0"": ""Not working because temporarily sick or injured"", ""10.0"": ""Not working because long-term sick or disabled"", ""11.0"": ""Retired from paid work"", ""12.0"": ""None of these""}",[],[]
y17a,Have you been unemployed for less than 1 year or longer than that?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Less than 1 year"", ""2.0"": ""1 or more years""}",[],[]
y18,Have you ever had a paid job? (Excluding from casual/holiday work),scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y18a,Were you an employee or self employed?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Employee"", ""2.0"": ""Self employed""}",[],[]
y22,Do you supervise or are you responsible for the work of other people?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y23,How many people work[ed] for your employer at the place where you work[ed]?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""1 to 24"", ""2.0"": ""25 to 499"", ""3.0"": ""500 or more employees""}",[],[]
y24,Do/did you work on your own or do/did you have employees?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""On own/with partner(s) but no employees"", ""2.0"": ""With employees""}",[],[]
y25,How many people do/did you employ at the place where you work[ed]?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""1 to 9"", ""2.0"": ""10 to 24"", ""3.0"": ""25 to 499 or"", ""4.0"": ""500 or more employees?""}",[],[]
y25a,Which of these types of organisation do/will/did you work[ed] for?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refusal"", ""-1.0"": ""Don't know"", ""1.0"": ""Private sector firm or company including, for example, limited companies and plcs"", ""2.0"": ""Nationalised industry or public corporation including, for example, the post office and the bbc"", ""3.0"": ""Other public sector employer including eg: - central government/civil service/government agency - local authority/loc"", ""4.0"": ""Charity/voluntary sector including, for example, charitable companies, churches, trade unions"", ""6.0"": ""Other""}",[],[]
y26,Marital status,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Married"", ""2.0"": ""Living with partner"", ""3.0"": ""Single"", ""4.0"": ""Widowed"", ""5.0"": ""Separated"", ""6.0"": ""Divorced""}",[],[]
y27,Which of the following best describes your sexuality?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Heterosexual or Straight"", ""2.0"": ""Gay or Lesbian"", ""3.0"": ""Bisexual"", ""4.0"": ""Other"", ""5.0"": ""Prefer not to say""}",[],[]
y45,Is your name on the electoral register?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Yes, at this address"", ""2.0"": ""Yes, at another address"", ""3.0"": ""No, I am not registered"", ""4.0"": ""Yes, at this address and another address""}",[],[]
y45a,Did you vote at this address or the other address you are registered at?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""-1.0"": ""Don't know/can't remember"", ""1.0"": ""This address"", ""2.0"": ""The other address""}",[],[]
y46a,Willing to add administrative data from the electoral register to answers?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y47,Completed self-completion survey?,scale,F8.2,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes - via the online survey"", ""2.0"": ""Yes - via paper questionnaire"", ""3.0"": ""No - do not want to take part"", ""4.0"": ""Do not have an email address""}",[],[]
y48_1,Who else was present during interview?: No-one else present,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_2,Who else was present during interview?: Respondent's partner/husband/wife,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_3,Who else was present during interview?: Respondent's son/daughter,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_4,Who else was present during interview?: Other adult living in household,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_5,Who else was present during interview?: Other young person living in household,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_6,Who else was present during interview?: Other adult/young person not living in household,scale,F8.2,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
q1_cses_1,How often in campaign: Watch news on public TV broadcaster (BBC/C4)?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""None / zero days"", ""1.0"": ""One day"", ""2.0"": ""Two days"", ""3.0"": ""Three days"", ""4.0"": ""Four days"", ""5.0"": ""Five days"", ""6.0"": ""Six days"", ""7.0"": ""Seven days""}",[],[]
q1_cses_2,How often in campaign: Watch news on private TV broadcaster (ITV/Sky)?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""None / zero days"", ""1.0"": ""One day"", ""2.0"": ""Two days"", ""3.0"": ""Three days"", ""4.0"": ""Four days"", ""5.0"": ""Five days"", ""6.0"": ""Six days"", ""7.0"": ""Seven days""}",[],[]
q1_cses_3,How often in campaign: Listen to news on the radio?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""None / zero days"", ""1.0"": ""One day"", ""2.0"": ""Two days"", ""3.0"": ""Three days"", ""4.0"": ""Four days"", ""5.0"": ""Five days"", ""6.0"": ""Six days"", ""7.0"": ""Seven days""}",[],[]
q1_cses_4,How often in campaign: Read newspapers online or in print?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""None / zero days"", ""1.0"": ""One day"", ""2.0"": ""Two days"", ""3.0"": ""Three days"", ""4.0"": ""Four days"", ""5.0"": ""Five days"", ""6.0"": ""Six days"", ""7.0"": ""Seven days""}",[],[]
q1_cses_5,How often in campaign: Visit online news sites?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""None / zero days"", ""1.0"": ""One day"", ""2.0"": ""Two days"", ""3.0"": ""Three days"", ""4.0"": ""Four days"", ""5.0"": ""Five days"", ""6.0"": ""Six days"", ""7.0"": ""Seven days""}",[],[]
q1_cses_6,How often in campaign: Use social media to follow party/candidate news?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""None / zero days"", ""1.0"": ""One day"", ""2.0"": ""Two days"", ""3.0"": ""Three days"", ""4.0"": ""Four days"", ""5.0"": ""Five days"", ""6.0"": ""Six days"", ""7.0"": ""Seven days""}",[],[]
q2_cses,How often in a day do you use social media to follow party/candidate news?,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Only about once per day"", ""2.0"": ""Several times per day"", ""3.0"": ""At least ten times per day""}",[],[]
q3_cses,I understand the most important political issues of this country,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q4_cses_1,Democracy always preferable to other kinds of government,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q4_cses_2,Courts should be able to stop govt acting beyond its authority,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q4_cses_3,"Having a strong leader in govt is good, even if they bend rules",scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q4_cses_4,Policies to increase representation of women in politics have gone too far,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q5_cses_1,Country better run if successful business leaders made important decisions,scale,F8.2,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
